"sample_id","ppt","q","tmax","tmin","ws"
"LTR105_27.9.2011",55.6166666666667,18.0833333333333,9.72416666666667,1.8525,2.93916666666667
"LTR105_26.9.2012",54.1416666666667,11.8833333333333,10.2366666666667,2.80333333333334,3.00416666666667
"LTR105_16.9.2013",59.8583333333333,20.4583333333333,9.89416666666667,2.42333333333334,2.78
"LTR105_23.9.2014",59.7166666666667,11.8583333333333,11.215,3.88,2.905
"LTR105_21.9.2015",41.4,9.8,11.1683333333333,3.1325,2.7825
"LTR105_26.9.2016",60.7416666666667,16.3333333333333,11.2191666666667,3.7775,2.81
"LTR105_25.10.2017",69.9,23.425,9.66666666666667,2.66666666666667,2.97916666666667
"LTR105_22.9.2020",52.6666666666667,7.95,12.225,4.5,3.25
"LTR1054_28.9.2012",49.8416666666667,9.40833333333333,11.4,3.65,3.48583333333333
"LTR1054_4.10.2016",55.175,12.7583333333333,12.3683333333333,4.58833333333334,3.21166666666667
"LTR1054_7.10.2019",41.3166666666667,7.1,12.75,4.9,3.275
"LTR1054_6.10.2022",54.0083333333333,10.1833333333333,11.8583333333333,4.03333333333334,3.46666666666667
"LTR106_25.9.2012",53.4833333333333,10.7166666666667,10.3225,2.77083333333334,3.13166666666667
"LTR106_21.9.2016",58.1833333333333,13.95,11.2566666666667,3.75833333333334,2.8925
"LTR106_19.9.2019",45.8833333333333,8.125,11.8,4.00833333333334,2.775
"LTR106_28.9.2023",47.8,1.575,6.95,1.075,2.85
"LTR1063_2.10.2017",62.775,18.1333333333333,10.825,3.79166666666667,3.435
"LTR1063_7.10.2021",57.8666666666667,7.54166666666667,11.7916666666667,4.05,3.35833333333333
"LTR1070_16.9.2010",63.3,13.9916666666667,10.9525,3.50916666666667,3.2075
"LTR1070_11.10.2013",58.425,14.4166666666667,10.7841666666667,3.33583333333334,3.18
"LTR1070_4.10.2016",54.8833333333333,12.4833333333333,12.4391666666667,4.67416666666667,3.19333333333333
"LTR1070_8.10.2019",41.275,7.03333333333333,12.8166666666667,4.94166666666667,3.26666666666667
"LTR1070_4.10.2022",53.5666666666667,9.925,11.925,4.125,3.45
"LTR1072_26.9.2012",50.3333333333333,9.80833333333333,11.6016666666667,3.86666666666667,3.47166666666667
"LTR1072_4.10.2016",55.3666666666667,12.9333333333333,12.5433333333333,4.79,3.19083333333333
"LTR1072_7.10.2019",41.1833333333333,7.30833333333333,12.9666666666667,5.1,3.25833333333333
"LTR1074_24.9.2012",49.2416666666667,8.96666666666667,11.41,3.645,3.48083333333333
"LTR1074_5.10.2016",54.6833333333333,12.7333333333333,12.3925,4.575,3.21333333333333
"LTR1076_11.10.2017",62.775,17.925,10.7083333333333,3.56666666666667,3.44
"LTR1076_3.10.2022",54.45,12.0166666666667,11.7583333333333,3.9,3.475
"LTR1089_28.10.2013",58.725,17.9916666666667,10.2116666666667,2.69,2.9825
"LTR1089_17.10.2018",52.0666666666667,20.7,11.7166666666667,4.15,3.27583333333333
"LTR1092_24.9.2013",61.4666666666667,26.1833333333333,10.0591666666667,2.78166666666667,3.22083333333333
"LTR1092_26.9.2019",49.525,14.55,11.825,4.64166666666667,3.43333333333333
"LTR1093_30.9.2013",52.6666666666667,17.6333333333333,10.355,3.1425,2.83833333333333
"LTR1093_30.9.2019",42.5333333333333,9.575,12.1166666666667,5.06666666666667,3.05
"LTR11_6.10.2010",74.6,22.55,10.6275,3.38666666666667,3.18666666666667
"LTR11_5.10.2011",68.2666666666667,23.3416666666667,10.885,3.0425,3.40583333333333
"LTR11_9.10.2013",66.325,21.8583333333333,10.8541666666667,3.36166666666667,3.07833333333333
"LTR11_8.10.2014",53.9916666666667,16.375,12.5316666666667,4.92166666666667,3.295
"LTR11_7.10.2015",47.9083333333333,13.6833333333333,12.2125,4.41083333333334,3.33916666666667
"LTR11_5.10.2016",62.3333333333333,16.6583333333333,12.3791666666667,4.79,3.1225
"LTR11_4.10.2017",68.0083333333333,22.1083333333333,10.875,3.93333333333333,3.37333333333333
"LTR11_7.10.2020",52.575,5.89166666666667,13.2916666666667,5.6,3.625
"LTR1101_12.10.2022",71.1833333333333,33.425,10.975,3.86666666666667,3.34166666666667
"LTR1105_5.10.2022",66.3083333333333,31.85,11.1333333333333,4.41666666666667,3.125
"LTR1109_2.10.2017",59.1583333333333,16.35,10.0666666666667,3.31666666666667,3.24083333333333
"LTR1109_3.10.2022",62.9416666666667,18.2833333333333,11.2,3.61666666666667,3.19166666666667
"LTR1118_16.10.2013",55.725,15.125,10.4908333333333,3.3125,2.59416666666667
"LTR1118_1.10.2018",50.5666666666667,19.0333333333333,11.85,4.82500000000001,2.97
"LTR1118_19.10.2021",54.0416666666667,6.44166666666667,11.6333333333333,4.45833333333334,2.98333333333333
"LTR1124_8.11.2010",59.125,12.7,10.1425,3.085,2.77583333333333
"LTR1124_30.9.2019",40.7833333333333,7.60833333333333,12.2916666666667,5.26666666666667,2.93333333333333
"LTR1127_24.9.2013",53.8083333333333,18.325,10.3575,2.95083333333334,2.92416666666667
"LTR1127_26.9.2019",43.7083333333333,9.8,12.125,4.81666666666667,3.1
"LTR1145_4.11.2010",71.9666666666667,28.4416666666667,9.73666666666667,2.81583333333334,3.19416666666667
"LTR1145_3.10.2019",49.3083333333333,14.3,11.6666666666667,4.91666666666667,3.375
"LTR1182_28.9.2010",65.5333333333333,16.925,10.8508333333333,3.30666666666667,3.23583333333333
"LTR1182_10.10.2016",54.825,13.6166666666667,12.2366666666667,4.42,3.2075
"LTR1182_5.10.2022",54.85,11.9916666666667,11.7833333333333,3.85,3.48333333333333
"LTR1192_4.10.2010",72.5166666666667,21.8333333333333,10.3383333333333,2.71833333333334,3.015
"LTR1192_18.9.2012",53.8333333333333,10.1166666666667,11.05,3.14416666666667,3.23833333333333
"LTR1192_27.9.2016",57.4583333333333,12.8666666666667,11.9858333333333,4.17166666666667,3.0025
"LTR1192_18.9.2019",43.025,8.2,12.5583333333333,4.475,2.88333333333333
"LTR1192_20.9.2022",57.1,17.0416666666667,11.6583333333333,3.55833333333334,3.28333333333333
"LTR1213_3.10.2019",48.6166666666667,13.6333333333333,11.675,4.975,3.35833333333333
"LTR1225_1.10.2015",40.3416666666667,7.68333333333333,11.8816666666667,3.77916666666667,3.28
"LTR1225_10.10.2018",49.2666666666667,16.05,12.1,4.18333333333334,3.32166666666667
"LTR1225_12.10.2022",56.0166666666667,15.0916666666667,11.5333333333333,3.54166666666667,3.375
"LTR1236_3.11.2010",78.9416666666667,34.3583333333333,9.89583333333334,2.86833333333333,2.98166666666667
"LTR1236_12.10.2015",58.3083333333333,22.6,11.4183333333333,4.21833333333334,3.25083333333333
"LTR1236_25.9.2019",56.1666666666667,19,12.0833333333333,4.95,3.04166666666667
"LTR1241_4.10.2012",70.4,27.1833333333333,10.6725,3.51666666666667,3.35833333333333
"LTR1241_12.10.2015",57.4916666666667,22.0416666666667,11.42,4.09916666666667,3.26083333333333
"LTR1241_25.9.2019",56.5083333333333,19.1166666666667,12.0666666666667,4.81666666666667,3.075
"LTR1249_25.9.2013",51.9416666666667,14.6333333333333,10.9216666666667,3.205,2.925
"LTR1249_30.9.2015",38.0416666666667,7.54166666666667,12.01,4.09666666666667,3.11083333333333
"LTR1249_1.10.2018",49.175,16.4583333333333,12.2333333333333,4.58333333333334,3.17333333333333
"LTR1249_27.9.2021",53.7916666666667,8.78333333333333,12.1416666666667,4.375,3.19166666666667
"LTR1252_23.9.2011",56.825,14.2333333333333,10.6283333333333,2.70833333333334,3.2775
"LTR1252_9.10.2014",48.3,9.25,12.4225,4.72,3.1675
"LTR1252_4.10.2018",48.9083333333333,16.1333333333333,12.3333333333333,4.6,3.24583333333333
"LTR1252_28.9.2021",53.8,8.85833333333333,12.175,4.35,3.275
"LTR1253_9.10.2012",50.55,9.05,11.0866666666667,3.36416666666667,3.35583333333333
"LTR1254_9.10.2012",50.4,9.16666666666667,11.0591666666667,3.335,3.355
"LTR1254_8.10.2015",40.9166666666667,7.94166666666667,11.9091666666667,3.87,3.21166666666667
"LTR1254_8.10.2018",49.9,16.65,12.1,4.25833333333334,3.25416666666667
"LTR1254_29.9.2021",54.2,8.24166666666667,11.9583333333333,4.00833333333334,3.275
"LTR1256_8.10.2012",50.8583333333333,9.25,11.0291666666667,3.2825,3.32916666666667
"LTR1256_8.10.2015",41.425,8.25833333333333,11.8525,3.82333333333334,3.18166666666667
"LTR1256_8.10.2018",50.0083333333333,17.2833333333333,12.0333333333333,4.18333333333333,3.22333333333333
"LTR1256_29.9.2021",54.575,8.26666666666667,11.9666666666667,4.00833333333334,3.26666666666667
"LTR127_13.10.2010",79.45,26.7,10.6983333333333,3.8875,3.68333333333333
"LTR127_14.9.2011",80.8916666666667,35.4583333333333,10.7833333333333,3.50916666666667,4.0425
"LTR127_12.9.2012",67.3166666666667,22.9333333333333,11.6133333333333,4.505,4.0425
"LTR127_30.9.2013",67.0083333333333,27.8,11.0741666666667,3.98083333333334,3.64916666666667
"LTR127_15.10.2014",56.8583333333333,18.2333333333333,12.5925,5.475,3.89666666666667
"LTR127_12.10.2015",55.3416666666667,16.6916666666667,12.3241666666667,5.1,3.94
"LTR127_12.9.2016",72.2583333333333,19.675,12.3725,5.425,3.7425
"LTR127_4.10.2017",76.7416666666667,31.1083333333333,10.9833333333333,4.56666666666667,3.9725
"LTR127_14.9.2020",66.8333333333333,12.6833333333333,13.2833333333333,6.14166666666667,4.25833333333333
"LTR1274_13.10.2011",59.8166666666667,16.7416666666667,10.2933333333333,2.47,3.22333333333333
"LTR1274_3.10.2018",51.0666666666667,19.7,11.8,4.29166666666667,3.19
"LTR1274_21.10.2021",56.2916666666667,10.0916666666667,11.3833333333333,3.775,3.2
"LTR1276_28.10.2013",58.3166666666667,17.7333333333333,10.2408333333333,2.68583333333333,2.88166666666667
"LTR1276_17.10.2018",51.8833333333333,20.7416666666667,11.675,4.18333333333334,3.185
"LTR1276_13.10.2021",56.575,9.9,11.2916666666667,3.70833333333334,3.18333333333333
"LTR1278_25.9.2014",70.05,25.175,11.4108333333333,4.42583333333334,3.27
"LTR1278_1.10.2019",54.9166666666667,18.4416666666667,11.6916666666667,4.65,3.13333333333333
"LTR1278_5.10.2022",71.2083333333333,33.3583333333333,11.15,3.96666666666667,3.29166666666667
"LTR1280_26.9.2013",55.4916666666667,19.5916666666667,10.2191666666667,2.68416666666667,3.03166666666667
"LTR1280_17.10.2018",54.5916666666667,23.4083333333333,11.5666666666667,4.1,3.27916666666667
"LTR1280_20.10.2021",57.4583333333333,9.58333333333333,11.1833333333333,3.65,3.275
"LTR1282_6.10.2010",71.8333333333333,21.3333333333333,9.74,2.5975,3.2075
"LTR1282_3.10.2011",66.6416666666667,23.175,9.9925,2.28416666666667,3.44083333333333
"LTR1282_17.10.2012",58.3666666666667,18.65,10.5366666666667,3.18333333333334,3.52
"LTR1282_26.9.2013",57.8916666666667,21.6833333333333,10.1433333333333,2.67583333333334,3.14833333333333
"LTR1282_22.9.2014",60.6333333333333,16.675,11.4583333333333,4.20083333333334,3.37416666666667
"LTR1282_19.10.2015",46.7666666666667,13.8333333333333,11.32,3.735,3.40666666666667
"LTR1282_28.11.2016",63.725,15.45,11.2408333333333,4.18250000000001,3.27666666666667
"LTR1282_2.10.2017",64.0833333333333,20.3166666666667,9.95,3.25,3.41833333333333
"LTR1282_20.10.2020",52.3,8.975,12.4666666666667,4.94166666666667,3.69166666666667
"LTR1292_6.10.2011",56.0916666666667,14.85,10.9216666666667,2.695,3.42333333333333
"LTR1292_10.10.2016",54.3583333333333,13.3083333333333,12.3608333333333,4.37833333333333,3.17833333333333
"LTR1292_9.10.2019",40.65,7.75,12.9,4.73333333333334,3.19166666666667
"LTR1292_2.10.2020",42.725,2.13333333333333,13.4083333333333,5.26666666666667,3.66666666666667
"LTR1293_4.10.2011",56.725,16.1666666666667,10.6666666666667,2.16,3.35916666666667
"LTR1293_13.10.2014",52.3666666666667,13.7166666666667,12.1458333333333,3.99083333333334,3.22083333333333
"LTR1293_6.10.2021",63.0083333333333,12.8583333333333,11.6,3.21666666666667,3.34166666666667
"LTR1294_11.10.2011",56.3666666666667,15.3,10.7841666666667,2.50666666666667,3.40666666666667
"LTR1294_7.10.2014",49.1333333333333,11.95,12.36,4.3325,3.28583333333333
"LTR1294_9.10.2018",51.3833333333333,17.9666666666667,12.3583333333333,4.21666666666667,3.35166666666667
"LTR1294_13.10.2021",55.4083333333333,7.40833333333333,11.7583333333333,3.61666666666667,3.38333333333333
"LTR1296_10.10.2011",56.1583333333333,15.575,10.8375,2.15583333333334,3.37166666666667
"LTR1296_2.10.2014",50.2083333333333,13.075,12.3575,3.9675,3.22
"LTR1296_16.10.2017",68.3916666666667,22.3833333333333,10.825,2.83333333333334,3.35083333333333
"LTR1296_6.10.2021",61.175,10.7416666666667,11.7666666666667,3.175,3.30833333333333
"LTR1298_11.10.2011",56.3916666666667,15.225,10.7258333333333,2.2975,3.395
"LTR1298_1.10.2014",50.2416666666667,12.9666666666667,12.2875,4.12166666666667,3.26916666666667
"LTR1298_13.10.2021",57.5416666666667,8.18333333333333,11.7083333333333,3.41666666666667,3.36666666666667
"LTR1299_29.9.2010",69.2333333333333,21.9416666666667,10.8975,2.77916666666667,3.15666666666667
"LTR1299_10.10.2013",62.0416666666667,17.0833333333333,10.5175,2.5775,3.1875
"LTR1299_13.10.2015",42.0083333333333,7.125,12.2458333333333,3.44333333333334,3.23916666666667
"LTR1299_14.10.2019",41.45,7.76666666666667,12.9166666666667,4.26666666666667,3.11666666666667
"LTR1299_17.10.2022",57.3166666666667,16.2333333333333,11.8166666666667,3.275,3.425
"LTR13_11.10.2010",79.45,26.7,10.6983333333333,3.8875,3.68333333333333
"LTR13_12.9.2011",80.8916666666667,35.4583333333333,10.7833333333333,3.50916666666667,4.0425
"LTR13_8.10.2012",67.2416666666667,21.9416666666667,11.5775,4.4775,4.03916666666667
"LTR13_30.9.2013",67.0083333333333,27.8,11.0741666666667,3.98083333333334,3.64916666666667
"LTR13_13.10.2014",56.8583333333333,18.2333333333333,12.5925,5.475,3.89666666666667
"LTR13_12.10.2015",55.3416666666667,16.6916666666667,12.3241666666667,5.1,3.94
"LTR13_12.9.2016",72.2583333333333,19.675,12.3725,5.425,3.7425
"LTR13_4.10.2017",76.7416666666667,31.1083333333333,10.9833333333333,4.56666666666667,3.9725
"LTR13_14.9.2020",66.8333333333333,12.6833333333333,13.2833333333333,6.14166666666667,4.25833333333333
"LTR1300_12.10.2015",41.45,6.74166666666667,12.315,3.52666666666667,3.21083333333333
"LTR1300_8.10.2019",41.0166666666667,7.30833333333333,13.0166666666667,4.36666666666667,3.08333333333333
"LTR1300_12.10.2022",56.875,15.2,11.8916666666667,3.325,3.39166666666667
"LTR1301_4.10.2010",71.7333333333333,21.5333333333333,10.6708333333333,2.77083333333334,3.19666666666667
"LTR1301_3.10.2011",55.6333333333333,15.2416666666667,10.8975,2.25583333333334,3.36
"LTR1301_7.10.2013",61.475,16.7083333333333,10.565,2.66,3.17
"LTR1301_6.10.2014",49.3666666666667,12.5916666666667,12.4241666666667,4.06416666666667,3.20583333333333
"LTR1301_12.10.2015",41.45,6.74166666666667,12.315,3.52666666666667,3.21083333333333
"LTR1301_17.10.2016",55.75,14.85,12.3858333333333,3.8725,3.10833333333333
"LTR1301_16.10.2017",67.75,21.9833333333333,10.8916666666667,2.91666666666667,3.33666666666667
"LTR1301_13.10.2020",44.225,3.1,13.45,4.875,3.59166666666667
"LTR1302_14.10.2013",58.5,15.0083333333333,10.7258333333333,3.225,3.21583333333333
"LTR1302_29.9.2015",38.7,7.75833333333333,12.235,4.06333333333334,3.34666666666667
"LTR1302_1.10.2019",40.975,7.55,12.8416666666667,4.85,3.25833333333333
"LTR1303_28.9.2012",50.3166666666667,9.80833333333333,11.6275,3.8825,3.45916666666667
"LTR1303_28.9.2015",39.3,7.68333333333333,12.3991666666667,4.33666666666667,3.3325
"LTR1303_8.10.2019",41.3583333333333,7.05,12.9583333333333,5.1,3.25
"LTR1304_27.9.2012",53.4166666666667,12.8666666666667,11.395,3.74583333333334,3.47083333333333
"LTR1304_28.9.2015",41.4333333333333,10.5333333333333,12.145,4.1675,3.34333333333333
"LTR1304_10.10.2022",56.3583333333333,14.6083333333333,11.9,4.14166666666667,3.45833333333333
"LTR1306_27.9.2012",52.1416666666667,12.3916666666667,11.2975,3.66166666666667,3.51833333333333
"LTR1306_30.9.2014",56.1166666666667,13.525,12.2008333333333,4.71083333333333,3.40666666666667
"LTR1306_6.10.2021",56.8,7.625,11.725,4,3.40833333333333
"LTR1311_4.10.2010",75.0916666666667,27.1166666666667,9.89166666666667,2.495,3.02
"LTR1311_18.9.2013",59.5416666666667,20.425,10.2433333333333,2.475,2.95916666666667
"LTR1311_21.9.2016",59.4166666666667,15.0333333333333,11.5783333333333,3.93583333333333,3.005
"LTR1311_17.9.2019",43.8416666666667,8.75833333333333,12.125,4.20833333333333,2.86666666666667
"LTR1311_22.9.2022",57.9,19.825,11.1083333333333,3.2,3.29166666666667
"LTR1312_25.9.2012",54.25,11.0416666666667,10.6441666666667,2.87666666666667,3.20083333333333
"LTR1312_23.9.2015",41.0416666666667,9.84166666666667,11.4991666666667,3.29,3
"LTR1312_4.9.2018",57.6,21.2416666666667,11.2916666666667,3.75,3.09333333333333
"LTR1312_23.9.2021",54.6166666666667,7.26666666666667,11.6666666666667,3.68333333333334,3.18333333333333
"LTR1314_18.9.2012",53.325,10.1416666666667,10.9325,3.04333333333334,3.25166666666667
"LTR1314_23.9.2015",40.4583333333333,9.325,11.7658333333333,3.45416666666667,3.06166666666667
"LTR1314_19.9.2019",43.9416666666667,8.325,12.4,4.36666666666667,2.9
"LTR1314_26.9.2023",46.45,1.5,7.625,1.55,2.9
"LTR1318_20.9.2011",57.7416666666667,17.2666666666667,10.34,2.1675,3.19
"LTR1318_15.9.2014",57.4416666666667,10.75,11.96,4.16916666666667,3.14166666666667
"LTR1318_25.9.2018",56.575,18.5,11.7416666666667,3.99166666666667,3.15166666666667
"LTR1318_16.9.2021",55.2833333333333,7.3,11.975,3.89166666666667,3.25
"LTR1319_28.9.2010",70.35,19.675,10.53,2.78583333333334,2.975
"LTR1319_19.9.2011",57.8583333333333,17.4916666666667,10.3325,2.14833333333334,3.1725
"LTR1319_24.9.2012",53.1833333333333,9.86666666666667,11,3.11083333333333,3.255
"LTR1319_18.9.2013",57.4083333333333,18.025,10.6341666666667,2.70916666666667,2.95583333333333
"LTR1319_15.9.2014",58.0083333333333,10.9416666666667,11.94,4.16,3.13
"LTR1319_23.9.2015",40.25,9.075,11.8408333333333,3.52,3.065
"LTR1319_27.9.2016",56.775,12.5166666666667,11.9275,4.12333333333334,3.00583333333333
"LTR1319_26.10.2017",65.575,17.8583333333333,10.4333333333333,3.13333333333334,3.17916666666667
"LTR1319_21.9.2020",50.6166666666667,5.775,12.85,4.75,3.39166666666667
"LTR1319_14.9.2023",45.7,1.475,7.775,1.65,2.9
"LTR1320_1.10.2010",70.8666666666667,20.1083333333333,10.2166666666667,2.63333333333334,3.135
"LTR1320_17.9.2013",56.4666666666667,17.4,10.5558333333333,2.66333333333333,3.06916666666667
"LTR1320_20.9.2016",56.15,12.825,11.8716666666667,4.06166666666667,3.1225
"LTR1320_18.9.2019",41.2833333333333,7.68333333333333,12.4833333333333,4.425,3.00833333333333
"LTR1320_19.9.2022",57.0833333333333,16.5083333333333,11.5166666666667,3.425,3.4
"LTR1322_1.10.2010",71.45,20.85,10.1483333333333,2.5725,3.13416666666667
"LTR1322_17.9.2013",56.9166666666667,17.6333333333333,10.4691666666667,2.59583333333333,3.0675
"LTR1322_22.9.2015",39.5083333333333,8.51666666666667,11.7225,3.38833333333334,3.17083333333333
"LTR1322_20.9.2018",56.5666666666667,18.1,11.6333333333333,3.88333333333334,3.2325
"LTR1322_20.9.2021",54.15,7.98333333333333,11.7833333333333,3.71666666666667,3.31666666666667
"LTR1324_3.10.2016",50.7666666666667,11.175,12.0525,4.4975,3.04416666666667
"LTR1324_23.9.2019",39.9916666666667,7.69166666666667,12.6583333333333,4.9,3.10833333333333
"LTR1324_12.10.2022",58.2416666666667,13.9333333333333,11.6583333333333,3.88333333333333,3.33333333333333
"LTR1329_27.9.2011",67.4583333333333,24.2,10.2166666666667,2.48083333333334,3.52833333333333
"LTR1329_30.9.2015",43.7416666666667,12.95,11.7,3.81833333333334,3.42916666666667
"LTR133_5.10.2010",69.125,18.3166666666667,10.3183333333333,2.77,3.21916666666667
"LTR133_4.10.2011",55.2083333333333,14.6083333333333,10.5575,2.34333333333333,3.35083333333333
"LTR133_8.10.2013",58.5333333333333,16.1666666666667,10.4808333333333,2.715,3.11416666666667
"LTR133_7.10.2014",49.8833333333333,10.8916666666667,12.1558333333333,4.22,3.26
"LTR133_6.10.2015",41.0833333333333,7.88333333333333,11.9083333333333,3.64833333333334,3.29333333333333
"LTR133_4.10.2016",51.9833333333333,12.2166666666667,11.9733333333333,4.05833333333334,3.15083333333333
"LTR133_3.10.2017",62.275,16.7333333333333,10.4666666666667,3.15833333333334,3.35333333333333
"LTR133_6.10.2020",44.7583333333333,3.26666666666667,13.0583333333333,4.93333333333334,3.60833333333333
"LTR1331_29.9.2016",53.7583333333333,11.3583333333333,12.1608333333333,4.6,3.13166666666667
"LTR1331_12.10.2020",44.8416666666667,2.23333333333333,13.2083333333333,5.4,3.6
"LTR1333_27.9.2011",72.425,29.2833333333333,9.85833333333334,2.19416666666667,3.56
"LTR1334_21.9.2016",57.4333333333333,13.9083333333333,11.6116666666667,4.17666666666667,3.15
"LTR1334_23.9.2019",43.2166666666667,10.5916666666667,12.2416666666667,4.53333333333334,3.18333333333333
"LTR1335_12.10.2015",41.7416666666667,9.14166666666667,12.01,3.91583333333334,3.32083333333333
"LTR1335_24.9.2019",40.275,8.85833333333333,12.825,4.80833333333334,3.18333333333333
"LTR1336_19.9.2016",56.425,13.9666666666667,12.0783333333333,4.26833333333334,3.21583333333333
"LTR1336_30.9.2020",46.85,3.31666666666667,12.95,4.925,3.61666666666667
"LTR1339_8.10.2014",49.3666666666667,11.4916666666667,12.2675,4.36416666666667,3.2775
"LTR1339_19.9.2022",56.4416666666667,14.1083333333333,11.6833333333333,3.69166666666667,3.48333333333333
"LTR1341_26.9.2013",58.2583333333333,18.9,10.2625,2.59666666666667,3.14416666666667
"LTR1342_1.10.2012",52.3083333333333,10.7166666666667,10.7625,3.0575,3.3875
"LTR1342_5.10.2015",43.8666666666667,8.725,11.7541666666667,3.56083333333334,3.24583333333333
"LTR1343_28.9.2011",59.1166666666667,18.15,10.2275,2.17916666666667,3.34833333333333
"LTR1343_17.9.2014",57.7916666666667,13.5833333333333,11.7608333333333,4.11666666666667,3.25583333333333
