site_id,sample_id,site_code,day,month,year,date,latitude,longitude,waterbody_name,waterbody_type,state,EQR,EQC,river_type,dipt_rich,dipt_fam_rich,dipt_abund,vec_fam_rich,vec_abund,Agricultural.areas_100m,Artificial.surfaces_100m,Forest.and.semi.natural.areas_100m,Water.bodies_100m,Wetlands_100m,Agricultural.areas_200m,Artificial.surfaces_200m,Forest.and.semi.natural.areas_200m,Water.bodies_200m,Wetlands_200m,Agricultural.areas_300m,Artificial.surfaces_300m,Forest.and.semi.natural.areas_300m,Water.bodies_300m,Wetlands_300m,ppt,q,tmax,tmin,ws
LTR1348,LTR1348_9.10.2014,LTR1348_2014,9,10,2014,9/10/2014,55.1295,25.8405,Nemunas,river,N,0.79,Good,2,2,2,5,0,0,0.333333333,0,0.666666667,0,0,0.538461538,0,0.461538462,0,0,0.448275862,0,0.551724138,0,0,57.28333333,12.65833333,11.675,4.076666667,3.0275
LTR1348,LTR1348_1.10.2015,LTR1348_2015,1,10,2015,1/10/2015,55.1295,25.8405,Nemunas,river,N,0.92,High,2,6,5,34,1,1,0.333333333,0,0.666666667,0,0,0.538461538,0,0.461538462,0,0,0.448275862,0,0.551724138,0,0,44.90833333,10.64166667,11.5075,3.51,3.015
LTR1348,LTR1348_11.10.2016,LTR1348_2016,11,10,2016,11/10/2016,55.1295,25.8405,Nemunas,river,N,0.57,Moderate,2,1,1,25,0,0,0.333333333,0,0.666666667,0,0,0.538461538,0,0.461538462,0,0,0.448275862,0,0.551724138,0,0,56.475,15.69166667,11.52,3.9575,2.958333333
LTR1348,LTR1348_3.10.2017,LTR1348_2017,3,10,2017,3/10/2017,55.1295,25.8405,Nemunas,river,N,0.76,Good,2,4,4,28,0,0,0.333333333,0,0.666666667,0,0,0.538461538,0,0.461538462,0,0,0.448275862,0,0.551724138,0,0,69.41666667,22.44166667,10.01666667,2.975,3.143333333
LTR1348,LTR1348_7.10.2020,LTR1348_2020,7,10,2020,7/10/2020,55.1295,25.8405,Nemunas,river,N,0.67,Good,2,1,1,44,0,0,0.333333333,0,0.666666667,0,0,0.538461538,0,0.461538462,0,0,0.379310345,0,0.620689655,0,0,49.91666667,6.4,12.71666667,4.916666667,3.441666667
LTR1349,LTR1349_25.9.2017,LTR1349_2017,25,9,2017,25/9/2017,55.01134064,25.54223474,Nemunas,river,N,0.57,Moderate,1,2,2,199,1,131,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,62.25,21.04166667,10.28333333,3,3.151666667
LTR1349,LTR1349_28.9.2022,LTR1349_2022,28,9,2022,28/9/2022,55.01134064,25.54223474,Nemunas,river,N,0.58,Moderate,1,5,2,64,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,60.2,21.15833333,11.21666667,3.4,3.391666667
LTR1352,LTR1352_1.10.2020,LTR1352_2020,1,10,2020,1/10/2020,55.2333,24.726,Nemunas,river,N,0.62,Good,1,3,3,37,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,45.03333333,3.9,13.025,4.85,3.575
LTR1353,LTR1353_27.9.2011,LTR1353_2011,27,9,2011,27/9/2011,54.8255,24.9418,Nemunas,river,N,,,3,5,4,323,1,76,0.5,0,0.5,0,0,0.428571429,0,0.571428571,0,0,0.5,0,0.5,0,0,57.70833333,16.95833333,10.34083333,2.23,3.366666667
LTR1353,LTR1353_28.9.2020,LTR1353_2020,28,9,2020,28/9/2020,54.8255,24.9418,Nemunas,river,N,0.7,Good,3,3,3,22,0,0,0.75,0,0.25,0,0,0.571428571,0,0.428571429,0,0,0.5,0,0.5,0,0,47.04166667,3.925,12.91666667,4.825,3.575
LTR1355,LTR1355_27.9.2012,LTR1355_2012,27,9,2012,27/9/2012,54.43911589,25.00321393,Nemunas,river,HM,,,2,4,4,46,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,52.375,10.54166667,10.9125,2.9825,3.348333333
LTR1355,LTR1355_22.9.2015,LTR1355_2015,22,9,2015,22/9/2015,54.43911589,25.00321393,Nemunas,river,HM,0.76,High,2,7,6,51,1,9,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,41.175,7.883333333,11.86583333,3.3975,3.186666667
LTR1355,LTR1355_25.9.2019,LTR1355_2019,25,9,2019,25/9/2019,54.43911589,25.00321393,Nemunas,river,HM,0.53,Good,2,2,2,20,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,40.76666667,7.766666667,12.71666667,4.433333333,3.033333333
LTR1355,LTR1355_21.9.2022,LTR1355_2022,21,9,2022,21/9/2022,54.43911589,25.00321393,Nemunas,river,HM,0.73,High,2,8,4,85,1,16,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,62.48333333,21.275,11.56666667,3.433333333,3.491666667
LTR1356,LTR1356_19.9.2011,LTR1356_2011,19,9,2011,19/9/2011,55.314,22.4032,Nemunas,river,N,,,1,2,2,3,0,0,1,0,0,0,0,0.8,0.2,0,0,0,0.846153846,0.153846154,0,0,0,78.525,34.23333333,10.38916667,2.706666667,3.405
LTR1356,LTR1356_29.9.2014,LTR1356_2014,29,9,2014,29/9/2014,55.314,22.4032,Nemunas,river,N,0.44,Moderate,1,3,1,414,0,0,1,0,0,0,0,0.8,0.2,0,0,0,0.846153846,0.153846154,0,0,0,67.86666667,22,12.08083333,4.7225,3.304166667
LTR1356,LTR1356_24.9.2020,LTR1356_2020,24,9,2020,24/9/2020,55.314,22.4032,Nemunas,river,N,0.62,Good,1,2,2,885,0,0,0.5,0.5,0,0,0,0.6,0.4,0,0,0,0.730769231,0.269230769,0,0,0,61.75,11.175,12.88333333,5.316666667,3.566666667
LTR1358,LTR1358_3.10.2011,LTR1358_2011,3,10,2011,3/10/2011,55.24128647,21.53534965,Nemunas,river,N,,,1,1,1,4,0,0,1,0,0,0,0,0.909090909,0,0.090909091,0,0,0.821428571,0,0.178571429,0,0,77.075,31.125,10.97916667,3.430833333,3.620833333
LTR1358,LTR1358_2.10.2014,LTR1358_2014,2,10,2014,2/10/2014,55.24128647,21.53534965,Nemunas,river,HM,0.46,Moderate,1,3,2,18,1,5,1,0,0,0,0,0.909090909,0,0.090909091,0,0,0.821428571,0,0.178571429,0,0,57.025,18.475,12.59083333,5.274166667,3.498333333
LTR1358,LTR1358_20.9.2018,LTR1358_2018,20,9,2018,20/9/2018,55.24128647,21.53534965,Nemunas,river,HM,0.41,Moderate,1,2,2,118,1,40,1,0,0,0,0,0.818181818,0,0.181818182,0,0,0.785714286,0,0.214285714,0,0,77.69166667,37.375,12.43333333,5.233333333,3.3775
LTR1358,LTR1358_21.9.2022,LTR1358_2022,21,9,2022,21/9/2022,55.24128647,21.53534965,Nemunas,river,HM,0.51,Good,1,2,2,79,0,0,1,0,0,0,0,0.818181818,0,0.181818182,0,0,0.785714286,0,0.214285714,0,0,66.86666667,25.64166667,12.23333333,4.875,3.633333333
LTR136,LTR136_5.10.2011,LTR136_2011,5,10,2011,5/10/2011,54.93186201,23.64693459,Nemunas,river,HM,,,4,2,2,182,0,0,0,0,0,1,0,0.230769231,0,0,0.769230769,0,0.413793103,0,0.068965517,0.517241379,0,59.03333333,16.50833333,10.76166667,2.8625,3.3975
LTR136,LTR136_9.10.2013,LTR136_2013,9,10,2013,9/10/2013,54.93186201,23.64693459,Nemunas,river,HM,0.4286,Moderate,4,1,1,79,0,0,0,0,0,1,0,0.230769231,0,0,0.769230769,0,0.413793103,0,0.068965517,0.517241379,0,58.68333333,16.80833333,10.66,3.200833333,3.125833333
LTR136,LTR136_8.10.2014,LTR136_2014,8,10,2014,8/10/2014,54.93186201,23.64693459,Nemunas,river,HM,0.49,Moderate,4,2,2,149,1,46,0,0,0,1,0,0.230769231,0,0,0.769230769,0,0.413793103,0,0.068965517,0.517241379,0,48.65,11.575,12.34416667,4.6975,3.295
LTR136,LTR136_7.10.2015,LTR136_2015,7,10,2015,7/10/2015,54.93186201,23.64693459,Nemunas,river,HM,0.53,Good,4,3,3,78,0,0,0,0,0,1,0,0.230769231,0,0,0.769230769,0,0.413793103,0,0.068965517,0.517241379,0,41.675,9.566666667,12.08583333,4.166666667,3.331666667
LTR136,LTR136_5.10.2016,LTR136_2016,5,10,2016,5/10/2016,54.93186201,23.64693459,Nemunas,river,HM,0.48,Moderate,4,1,1,68,0,0,0,0,0,1,0,0.230769231,0,0,0.769230769,0,0.413793103,0,0.068965517,0.517241379,0,54.30833333,12.98333333,12.14666667,4.560833333,3.153333333
LTR136,LTR136_4.10.2017,LTR136_2017,4,10,2017,4/10/2017,54.93186201,23.64693459,Nemunas,river,HM,0.5,Good,4,5,5,54,0,0,0,0,0,1,0,0.230769231,0,0,0.769230769,0,0.413793103,0,0.068965517,0.517241379,0,61.375,17.45833333,10.68333333,3.658333333,3.3875
LTR136,LTR136_9.10.2019,LTR136_2019,9,10,2019,9/10/2019,54.93186201,23.64693459,Nemunas,river,N,0.44,Moderate,4,2,2,36,0,0,0,0,0,1,0,0.230769231,0,0,0.769230769,0,0.448275862,0,0.068965517,0.482758621,0,40.625,8.658333333,12.66666667,4.891666667,3.2
LTR136,LTR136_5.10.2022,LTR136_2022,5,10,2022,5/10/2022,54.93186201,23.64693459,Nemunas,river,HM,0.51,Good,4,2,2,5,1,2,0,0,0,1,0,0.230769231,0,0,0.769230769,0,0.448275862,0,0.068965517,0.482758621,0,54.98333333,12.60833333,11.73333333,3.933333333,3.441666667
LTR1367,LTR1367_26.9.2011,LTR1367_2011,26,9,2011,26/9/2011,55.9129246,21.08596378,Nemunas,river,HM,,,1,2,2,28,1,2,0.5,0.5,0,0,0,0.416666667,0.583333333,0,0,0,0.40625,0.59375,0,0,0,77.5,33.025,10.11833333,3.855833333,4.2625
LTR1367,LTR1367_20.9.2016,LTR1367_2016,20,9,2016,20/9/2016,55.9129246,21.08596378,Nemunas,river,HM,0.41,Moderate,1,1,1,29,0,0,0.5,0.5,0,0,0,0.416666667,0.583333333,0,0,0,0.40625,0.59375,0,0,0,65.80833333,16.76666667,11.6575,5.776666667,3.923333333
LTR1367,LTR1367_26.9.2019,LTR1367_2019,26,9,2019,26/9/2019,55.9129246,21.08596378,Nemunas,river,HM,0.5,Good,1,1,1,223,0,0,0,1,0,0,0,0,1,0,0,0,0.0625,0.9375,0,0,0,49.03333333,13.98333333,12.33333333,6.316666667,3.925
LTR1367,LTR1367_22.9.2022,LTR1367_2022,22,9,2022,22/9/2022,55.9129246,21.08596378,Nemunas,river,HM,0.39,Moderate,1,3,2,72,1,5,0,1,0,0,0,0,1,0,0,0,0.0625,0.9375,0,0,0,61.38333333,27.80833333,11.675,5.608333333,4.2
LTR1368,LTR1368_28.9.2011,LTR1368_2011,28,9,2011,28/9/2011,55.3534,22.2035,Nemunas,river,N,,,5,1,1,14,0,0,1,0,0,0,0,1,0,0,0,0,0.851851852,0,0.148148148,0,0,81.075,36.8,10.28666667,2.685833333,3.348333333
LTR1368,LTR1368_29.9.2014,LTR1368_2014,29,9,2014,29/9/2014,55.3534,22.2035,Nemunas,river,N,0.41,Moderate,5,2,1,21,0,0,1,0,0,0,0,1,0,0,0,0,0.851851852,0,0.148148148,0,0,69.05833333,23.50833333,11.97,4.691666667,3.240833333
LTR1368,LTR1368_19.9.2018,LTR1368_2018,19,9,2018,19/9/2018,55.3534,22.2035,Nemunas,river,N,0.37,Poor,5,1,1,841,0,0,1,0,0,0,0,1,0,0,0,0,0.851851852,0,0.148148148,0,0,76.725,38.20833333,11.91666667,4.65,3.204166667
LTR1369,LTR1369_3.10.2011,LTR1369_2011,3,10,2011,3/10/2011,55.332,21.6035,Nemunas,river,N,,,2,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,78.01666667,32.41666667,10.80666667,3.168333333,3.478333333
LTR1369,LTR1369_2.10.2014,LTR1369_2014,2,10,2014,2/10/2014,55.332,21.6035,Nemunas,river,N,0.61,Good,2,3,2,80,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,57.8,19.65833333,12.42,5.019166667,3.361666667
LTR1369,LTR1369_16.9.2020,LTR1369_2020,16,9,2020,16/9/2020,55.332,21.6035,Nemunas,river,N,0.61,Good,2,1,1,129,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,66.80833333,13.86666667,13.03333333,5.616666667,3.633333333
LTR137,LTR137_27.9.2010,LTR137_2010,27,9,2010,27/9/2010,54.962,22.7276,Nemunas,river,N,,,4,1,1,25,0,0,1,0,0,0,0,0.857142857,0.071428571,0.071428571,0,0,0.75,0.071428571,0.178571429,0,0,68.54166667,17.86666667,10.92833333,3.528333333,3.1875
LTR137,LTR137_13.10.2011,LTR137_2011,13,10,2011,13/10/2011,54.962,22.7276,Nemunas,river,N,,,4,1,1,38,0,0,1,0,0,0,0,0.857142857,0.071428571,0.071428571,0,0,0.75,0.071428571,0.178571429,0,0,65.11666667,20.66666667,10.92416667,3.063333333,3.440833333
LTR137,LTR137_25.9.2012,LTR137_2012,25,9,2012,25/9/2012,54.962,22.7276,Nemunas,river,N,,,4,1,1,61,0,0,1,0,0,0,0,0.857142857,0.071428571,0.071428571,0,0,0.75,0.071428571,0.178571429,0,0,55.93333333,14.125,11.48083333,3.876666667,3.474166667
LTR137,LTR137_10.10.2013,LTR137_2013,10,10,2013,10/10/2013,54.962,22.7276,Nemunas,river,N,0.8571,High,4,4,4,97,1,47,1,0,0,0,0,0.857142857,0.071428571,0.071428571,0,0,0.75,0.071428571,0.178571429,0,0,63.73333333,19.54166667,10.87166667,3.39,3.128333333
LTR137,LTR137_30.9.2014,LTR137_2014,30,9,2014,30/9/2014,54.962,22.7276,Nemunas,river,N,0.59,Moderate,4,1,1,10,0,0,1,0,0,0,0,0.857142857,0.071428571,0.071428571,0,0,0.75,0.071428571,0.178571429,0,0,59.51666667,15.2,12.38833333,4.920833333,3.358333333
LTR137,LTR137_5.10.2015,LTR137_2015,5,10,2015,5/10/2015,54.962,22.7276,Nemunas,river,N,0.63,Good,4,1,1,17,0,0,1,0,0,0,0,0.857142857,0.071428571,0.071428571,0,0,0.75,0.071428571,0.178571429,0,0,45.475,11.73333333,12.24,4.401666667,3.37
LTR137,LTR137_10.10.2016,LTR137_2016,10,10,2016,10/10/2016,54.962,22.7276,Nemunas,river,N,0.86,High,4,3,3,13,1,5,1,0,0,0,0,0.857142857,0.071428571,0.071428571,0,0,0.75,0.071428571,0.178571429,0,0,59.86666667,15.40833333,12.42166667,4.785,3.163333333
LTR137,LTR137_2.10.2017,LTR137_2017,2,10,2017,2/10/2017,54.962,22.7276,Nemunas,river,N,0.71,Good,4,3,3,19,0,0,1,0,0,0,0,0.857142857,0.071428571,0.071428571,0,0,0.75,0.071428571,0.178571429,0,0,65.18333333,19.65833333,10.95,3.941666667,3.4125
LTR137,LTR137_8.10.2020,LTR137_2020,8,10,2020,8/10/2020,54.962,22.7276,Nemunas,river,N,0.59,Moderate,4,1,1,108,0,0,1,0,0,0,0,0.857142857,0.071428571,0.071428571,0,0,0.75,0.071428571,0.178571429,0,0,48.81666667,4.191666667,13.33333333,5.608333333,3.65
LTR1370,LTR1370_19.9.2011,LTR1370_2011,19,9,2011,19/9/2011,55.3853,22.5463,Nemunas,river,N,,,3,5,5,68,2,8,0,0,1,0,0,0.230769231,0,0.769230769,0,0,0.464285714,0,0.535714286,0,0,76.3,32.85833333,9.99,2.351666667,3.4825
LTR1370,LTR1370_29.9.2014,LTR1370_2014,29,9,2014,29/9/2014,55.3853,22.5463,Nemunas,river,N,0.31,Poor,3,1,1,20,0,0,0,0,1,0,0,0.230769231,0,0.769230769,0,0,0.464285714,0,0.535714286,0,0,66.275,21.51666667,11.68,4.376666667,3.384166667
LTR1370,LTR1370_24.9.2020,LTR1370_2020,24,9,2020,24/9/2020,55.3853,22.5463,Nemunas,river,N,0.63,Good,3,5,4,1070,1,45,0,0,1,0,0,0.307692308,0,0.692307692,0,0,0.464285714,0,0.535714286,0,0,59.775,12.33333333,12.45833333,4.925,3.683333333
LTR1374,LTR1374_19.9.2011,LTR1374_2011,19,9,2011,19/9/2011,55.39152963,22.41105336,Nemunas,river,N,,,1,3,3,299,1,287,0.333333333,0,0.666666667,0,0,0.454545455,0,0.545454545,0,0,0.444444444,0,0.555555556,0,0,79.80833333,35.91666667,10.06333333,2.416666667,3.444166667
LTR1374,LTR1374_29.9.2014,LTR1374_2014,29,9,2014,29/9/2014,55.39152963,22.41105336,Nemunas,river,N,0.72,Good,1,7,4,151,1,4,0.333333333,0,0.666666667,0,0,0.454545455,0,0.545454545,0,0,0.444444444,0,0.555555556,0,0,68.8,23.41666667,11.75083333,4.434166667,3.341666667
LTR1376,LTR1376_3.10.2011,LTR1376_2011,3,10,2011,3/10/2011,55.5374,21.4014,Nemunas,river,N,,,2,2,2,4,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,78.425,33.35,10.58166667,3.508333333,3.835
LTR1376,LTR1376_1.10.2014,LTR1376_2014,1,10,2014,1/10/2014,55.5374,21.4014,Nemunas,river,N,0.7,Good,2,7,4,44,1,8,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,57.80833333,20.10833333,12.21,5.369166667,3.7175
LTR1376,LTR1376_16.9.2020,LTR1376_2020,16,9,2020,16/9/2020,55.5374,21.4014,Nemunas,river,N,0.73,Good,2,4,3,321,1,36,0.333333333,0,0.666666667,0,0,0.416666667,0,0.583333333,0,0,0.535714286,0,0.464285714,0,0,68.31666667,15.61666667,12.95,6.091666667,4.091666667
LTR1377,LTR1377_21.9.2011,LTR1377_2011,21,9,2011,21/9/2011,56.1662,21.2487,Venta,river,N,,,2,3,3,24,0,0,0,0,1,0,0,0.166666667,0,0.833333333,0,0,0.346153846,0,0.653846154,0,0,78.84166667,36.075,9.929166667,3.515833333,3.760833333
LTR1377,LTR1377_30.9.2014,LTR1377_2014,30,9,2014,30/9/2014,56.1662,21.2487,Venta,river,N,0.42,Moderate,2,5,1,74,0,0,0,0,1,0,0,0.166666667,0,0.833333333,0,0,0.346153846,0,0.653846154,0,0,64.23333333,19.20833333,11.57333333,5.474166667,3.633333333
LTR1377,LTR1377_18.9.2020,LTR1377_2020,18,9,2020,18/9/2020,56.1662,21.2487,Venta,river,N,0.57,Moderate,2,5,3,701,0,0,0.5,0,0.5,0,0,0.5,0,0.5,0,0,0.615384615,0,0.384615385,0,0,64.61666667,15.25,12.31666667,6.108333333,4.016666667
LTR1378,LTR1378_21.9.2011,LTR1378_2011,21,9,2011,21/9/2011,55.67201875,25.76042049,Nemunas,river,N,,,1,3,3,22,0,0,0.5,0,0.5,0,0,0.5,0,0.5,0,0,0.580645161,0,0.419354839,0,0,57.9,18.14166667,10.22,2.085833333,3.11
LTR1378,LTR1378_15.9.2014,LTR1378_2014,15,9,2014,15/9/2014,55.67201875,25.76042049,Nemunas,river,N,0.53,Moderate,1,2,2,5,0,0,0.5,0,0.5,0,0,0.5,0,0.5,0,0,0.580645161,0,0.419354839,0,0,59.30833333,11.1,11.8025,4.115833333,3.076666667
LTR1378,LTR1378_19.9.2019,LTR1378_2019,19,9,2019,19/9/2019,55.67201875,25.76042049,Nemunas,river,N,0.7,Good,1,1,1,18,0,0,0.5,0,0.5,0,0,0.416666667,0,0.583333333,0,0,0.548387097,0,0.451612903,0,0,44.84166667,8.425,12.31666667,4.366666667,2.841666667
LTR1378,LTR1378_26.9.2022,LTR1378_2022,26,9,2022,26/9/2022,55.67201875,25.76042049,Nemunas,river,N,0.67,Good,1,3,2,11,0,0,0.5,0,0.5,0,0,0.416666667,0,0.583333333,0,0,0.548387097,0,0.451612903,0,0,57.91666667,17.14166667,11.48333333,3.475,3.241666667
LTR1379,LTR1379_24.9.2013,LTR1379_2013,24,9,2013,24/9/2013,55.91262141,21.78035304,Nemunas,river,N,1,High,2,6,5,351,1,1,0.5,0,0.5,0,0,0.333333333,0,0.666666667,0,0,0.269230769,0,0.730769231,0,0,68.88333333,33.68333333,10.00166667,3.066666667,2.910833333
LTR1379,LTR1379_12.10.2015,LTR1379_2015,12,10,2015,12/10/2015,55.91262141,21.78035304,Nemunas,river,N,0.92,High,3,8,7,253,1,28,0.5,0,0.5,0,0,0.333333333,0,0.666666667,0,0,0.269230769,0,0.730769231,0,0,58.525,23.875,11.10083333,4.209166667,3.243333333
LTR1379,LTR1379_1.10.2019,LTR1379_2019,1,10,2019,1/10/2019,55.91262141,21.78035304,Nemunas,river,N,0.72,Good,3,4,3,225,1,19,0.5,0,0.5,0,0,0.333333333,0,0.666666667,0,0,0.307692308,0,0.692307692,0,0,54.38333333,18.075,11.575,4.85,3.05
LTR1379,LTR1379_5.10.2022,LTR1379_2022,5,10,2022,5/10/2022,55.91262141,21.78035304,Nemunas,river,N,0.79,Good,3,12,6,164,1,1,0.5,0,0.5,0,0,0.333333333,0,0.666666667,0,0,0.307692308,0,0.692307692,0,0,68.28333333,32.75833333,11.05,4.175,3.158333333
LTR138,LTR138_14.10.2014,LTR138_2014,14,10,2014,14/10/2014,56.0293,21.0698,Venta,river,N,0.31,Poor,2,2,1,16,0,0,0,0,0.666666667,0.333333333,0,0,0,0.454545455,0.545454545,0,0,0,0.37037037,0.62962963,0,54.26666667,15.24166667,11.995,5.94,4.348333333
LTR138,LTR138_16.9.2015,LTR138_2015,16,9,2015,16/9/2015,56.0293,21.0698,Venta,river,N,0.43,Moderate,2,6,3,66,0,0,0,0,0.666666667,0.333333333,0,0,0,0.454545455,0.545454545,0,0,0,0.37037037,0.62962963,0,50.375,14.525,11.60833333,5.469166667,4.396666667
LTR1380,LTR1380_26.9.2011,LTR1380_2011,26,9,2011,26/9/2011,55.1336,23.7913,Nemunas,river,N,,,1,3,3,59,0,0,0,0,1,0,0,0,0.090909091,0.909090909,0,0,0.074074074,0.111111111,0.814814815,0,0,59.86666667,16.20833333,10.49,2.6925,3.375
LTR1380,LTR1380_25.9.2014,LTR1380_2014,25,9,2014,25/9/2014,55.1336,23.7913,Nemunas,river,N,0.48,Moderate,1,1,1,32,0,0,0,0,1,0,0,0,0.090909091,0.909090909,0,0,0.074074074,0.111111111,0.814814815,0,0,54.41666667,11.84166667,12.12666667,4.669166667,3.296666667
LTR1380,LTR1380_10.10.2018,LTR1380_2018,10,10,2018,10/10/2018,55.1336,23.7913,Nemunas,river,N,0.79,Good,1,3,3,66,0,0,0,0,1,0,0,0.272727273,0,0.727272727,0,0,0.481481481,0,0.518518519,0,0,50.60833333,18.75833333,12.23333333,4.516666667,3.3225
LTR1380,LTR1380_21.9.2021,LTR1380_2021,21,9,2021,21/9/2021,55.1336,23.7913,Nemunas,river,N,0.55,Moderate,1,1,1,13,0,0,0,0,1,0,0,0.272727273,0,0.727272727,0,0,0.481481481,0,0.518518519,0,0,53.775,8.741666667,11.99166667,4.241666667,3.325
LTR1382,LTR1382_27.9.2016,LTR1382_2016,27,9,2016,27/9/2016,55.6511,25.0991,Nemunas,river,N,0.82,High,1,5,5,141,0,0,1,0,0,0,0,0.909090909,0,0.090909091,0,0,0.714285714,0,0.285714286,0,0,55.475,11.50833333,11.87916667,4.094166667,3.049166667
LTR1382,LTR1382_16.9.2021,LTR1382_2021,16,9,2021,16/9/2021,55.6511,25.0991,Nemunas,river,N,0.86,High,1,8,6,128,1,17,1,0,0,0,0,1,0,0,0,0,0.714285714,0,0.285714286,0,0,55.06666667,7.725,11.88333333,3.825,3.291666667
LTR1385,LTR1385_26.9.2012,LTR1385_2012,26,9,2012,26/9/2012,54.75546169,24.95757728,Nemunas,river,N,,,1,11,10,48,2,6,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,51.80833333,9.725,10.96166667,3.124166667,3.3925
LTR1385,LTR1385_28.9.2016,LTR1385_2016,28,9,2016,28/9/2016,54.75546169,24.95757728,Nemunas,river,N,0.81,High,1,6,5,34,2,4,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,58.525,14.95833333,11.95666667,4.059166667,3.205833333
LTR1385,LTR1385_30.9.2019,LTR1385_2019,30,9,2019,30/9/2019,54.75546169,24.95757728,Nemunas,river,N,0.73,Good,1,4,4,126,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,39.875,7.141666667,12.68333333,4.508333333,3.05
LTR1385,LTR1385_26.9.2022,LTR1385_2022,26,9,2022,26/9/2022,54.75546169,24.95757728,Nemunas,river,N,0.75,Good,1,5,3,37,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,57.6,19.09166667,11.59166667,3.533333333,3.483333333
LTR1388,LTR1388_1.10.2013,LTR1388_2013,1,10,2013,1/10/2013,55.1477,22.7052,Nemunas,river,N,0.4286,Poor,1,2,2,27,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,66.16666667,22.35,10.64583333,3.176666667,3.121666667
LTR1388,LTR1388_11.10.2016,LTR1388_2016,11,10,2016,11/10/2016,55.1477,22.7052,Nemunas,river,N,0.52,Moderate,1,3,3,87,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,61.69166667,16.725,12.14333333,4.613333333,3.169166667
LTR1388,LTR1388_7.10.2019,LTR1388_2019,7,10,2019,7/10/2019,55.1477,22.7052,Nemunas,river,N,0.54,Moderate,1,3,3,20,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,48.93333333,13.36666667,12.5,4.891666667,3.216666667
LTR1390,LTR1390_20.9.2016,LTR1390_2016,20,9,2016,20/9/2016,55.2038,23.0376,Nemunas,river,HM,0.54,Good,1,3,3,44,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,62.09166667,16.225,11.84083333,4.399166667,3.291666667
LTR1390,LTR1390_24.9.2019,LTR1390_2019,24,9,2019,24/9/2019,55.2038,23.0376,Nemunas,river,HM,0.29,Poor,1,1,1,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,46.29166667,12.25,12.46666667,4.733333333,3.291666667
LTR1391,LTR1391_23.9.2013,LTR1391_2013,23,9,2013,23/9/2013,55.1638,23.1341,Nemunas,river,HM,0.1429,Bad,1,4,4,92,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,56.78333333,19.99166667,10.53083333,3.039166667,3.243333333
LTR1391,LTR1391_20.9.2016,LTR1391_2016,20,9,2016,20/9/2016,55.1638,23.1341,Nemunas,river,HM,0.49,Moderate,1,1,1,88,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,60.48333333,15.50833333,11.88166667,4.413333333,3.295
LTR1391,LTR1391_24.9.2019,LTR1391_2019,24,9,2019,24/9/2019,55.1638,23.1341,Nemunas,river,HM,0.56,Good,1,3,3,46,1,10,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,44.58333333,11.49166667,12.51666667,4.775,3.3
LTR1394,LTR1394_21.9.2016,LTR1394_2016,21,9,2016,21/9/2016,55.1003,23.7951,Nemunas,river,N,0.53,Moderate,1,2,2,936,0,0,0,0,1,0,0,0.181818182,0,0.818181818,0,0,0.321428571,0,0.678571429,0,0,55.3,12.575,12.11083333,4.560833333,3.1775
LTR1394,LTR1394_12.10.2020,LTR1394_2020,12,10,2020,12/10/2020,55.1003,23.7951,Nemunas,river,N,0.46,Moderate,1,1,1,2,0,0,0,0,1,0,0,0.181818182,0,0.818181818,0,0,0.321428571,0,0.678571429,0,0,44.68333333,2.75,13.18333333,5.375,3.633333333
LTR1395,LTR1395_24.9.2012,LTR1395_2012,24,9,2012,24/9/2012,54.709,23.3257,Nemunas,river,N,,,2,3,3,196,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,50.56666667,10.61666667,11.51083333,3.779166667,3.494166667
